Category,Category_name,Exceedance Probability 1.5C|MAGICCv7.5.1,Exceedance Probability 2.0C|MAGICCv7.5.1,Exceedance Probability 2.5C|MAGICCv7.5.1,Exceedance Probability 3.0C|MAGICCv7.5.1,climate-models,exclude,harmonization,infilling,median peak warming (MAGICCv7.5.1),median warming at peak (MAGICCv7.5.1),median warming in 2100 (MAGICCv7.5.1),median year of peak warming (MAGICCv7.5.1),model,model_scenario,p67 peak warming (MAGICCv7.5.1),p67 warming at peak (MAGICCv7.5.1),p67 warming in 2100 (MAGICCv7.5.1),p67 year of peak warming (MAGICCv7.5.1),permafrost,pipeline,region,scenario,unit,variable,year of peak median warming (MAGICCv7.5.1),year of peak p67 warming (MAGICCv7.5.1),1995-01-01 00:00:00,1996-01-01 00:00:00,1997-01-01 00:00:00,1998-01-01 00:00:00,1999-01-01 00:00:00,2000-01-01 00:00:00,2001-01-01 00:00:00,2002-01-01 00:00:00,2003-01-01 00:00:00,2004-01-01 00:00:00,2005-01-01 00:00:00,2006-01-01 00:00:00,2007-01-01 00:00:00,2008-01-01 00:00:00,2009-01-01 00:00:00,2010-01-01 00:00:00,2011-01-01 00:00:00,2012-01-01 00:00:00,2013-01-01 00:00:00,2014-01-01 00:00:00,2015-01-01 00:00:00,2016-01-01 00:00:00,2017-01-01 00:00:00,2018-01-01 00:00:00,2019-01-01 00:00:00,2020-01-01 00:00:00,2021-01-01 00:00:00,2022-01-01 00:00:00,2023-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,2026-01-01 00:00:00,2027-01-01 00:00:00,2028-01-01 00:00:00,2029-01-01 00:00:00,2030-01-01 00:00:00,2031-01-01 00:00:00,2032-01-01 00:00:00,2033-01-01 00:00:00,2034-01-01 00:00:00,2035-01-01 00:00:00,2036-01-01 00:00:00,2037-01-01 00:00:00,2038-01-01 00:00:00,2039-01-01 00:00:00,2040-01-01 00:00:00,2041-01-01 00:00:00,2042-01-01 00:00:00,2043-01-01 00:00:00,2044-01-01 00:00:00,2045-01-01 00:00:00,2046-01-01 00:00:00,2047-01-01 00:00:00,2048-01-01 00:00:00,2049-01-01 00:00:00,2050-01-01 00:00:00,2051-01-01 00:00:00,2052-01-01 00:00:00,2053-01-01 00:00:00,2054-01-01 00:00:00,2055-01-01 00:00:00,2056-01-01 00:00:00,2057-01-01 00:00:00,2058-01-01 00:00:00,2059-01-01 00:00:00,2060-01-01 00:00:00,2061-01-01 00:00:00,2062-01-01 00:00:00,2063-01-01 00:00:00,2064-01-01 00:00:00,2065-01-01 00:00:00,2066-01-01 00:00:00,2067-01-01 00:00:00,2068-01-01 00:00:00,2069-01-01 00:00:00,2070-01-01 00:00:00,2071-01-01 00:00:00,2072-01-01 00:00:00,2073-01-01 00:00:00,2074-01-01 00:00:00,2075-01-01 00:00:00,2076-01-01 00:00:00,2077-01-01 00:00:00,2078-01-01 00:00:00,2079-01-01 00:00:00,2080-01-01 00:00:00,2081-01-01 00:00:00,2082-01-01 00:00:00,2083-01-01 00:00:00,2084-01-01 00:00:00,2085-01-01 00:00:00,2086-01-01 00:00:00,2087-01-01 00:00:00,2088-01-01 00:00:00,2089-01-01 00:00:00,2090-01-01 00:00:00,2091-01-01 00:00:00,2092-01-01 00:00:00,2093-01-01 00:00:00,2094-01-01 00:00:00,2095-01-01 00:00:00,2096-01-01 00:00:00,2097-01-01 00:00:00,2098-01-01 00:00:00,2099-01-01 00:00:00,2100-01-01 00:00:00,2105-01-01 00:00:00
C4,C4: below 2°C,0.8933333333333333,0.4383333333333334,0.1333333333333333,0.02666666666666667,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),1.9431495007638016,1.938187293579422,1.9266268525515,2094,REMIND-MAgPIE_1_7-3_0,REMIND-MAgPIE_1_7-3_0EMF33_tax_hi_none,2.110316488644396,2.1101508365782835,2.102580999995536,2094,True,climate-assessment (version: 0.1.2-sod+154.g201cf4a),World,EMF33_tax_hi_none,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|AFOLU,2094,2094,,,,,,,,,,,,,,,,3243.438262,,,,,,,,,,3728.138712422283,,,,,,,,,,2023.729051563518,,,,,,,,,,1314.698900628414,,,,,,,,,,959.1559716391879,,,,,,,,,,888.6679307932851,,,,,,,,,,942.7761754709762,,,,,,,,,,663.3000000000002,,,,,,,,,,148.5,,,,,,,,,,-249.3333333333334,
C4,C4: below 2°C,0.8933333333333333,0.4383333333333334,0.1333333333333333,0.02666666666666667,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),1.9431495007638016,1.938187293579422,1.9266268525515,2094,REMIND-MAgPIE_1_7-3_0,REMIND-MAgPIE_1_7-3_0EMF33_tax_hi_none,2.110316488644396,2.1101508365782835,2.102580999995536,2094,True,climate-assessment (version: 0.1.2-sod+154.g201cf4a),World,EMF33_tax_hi_none,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|Energy and Industrial Processes,2094,2094,,,,,,,,,,,,,,,,32890.3978,,,,,,,,,,42150.7988595018,,,,,,,,,,35430.72108772693,,,,,,,,,,25673.71012974952,,,,,,,,,,20723.18515288642,,,,,,,,,,16336.56079912162,,,,,,,,,,12367.98108095125,,,,,,,,,,9620.600000000002,,,,,,,,,,7260.366666666668,,,,,,,,,,5826.333333333334,
C2,C2: 1.5°C with high OS,0.6466666666666666,0.145,0.025,0.0033333333333333327,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),1.60804525643758,1.6026004262339384,1.4646064874303517,2050,POLES_EMF33,POLES_EMF33EMF33_Med2C_none,1.735697302562691,1.7339783925212169,1.6370161290820342,2050,True,climate-assessment (version: 0.1.2-sod+154.g201cf4a),World,EMF33_Med2C_none,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|AFOLU,2050,2050,,,,,,,,,,,,,,,,3243.438262,,,,,,,,,,1874.780587935187,,,,,,,,,,-1599.111665404661,,,,,,,,,,-2310.773528903366,,,,,,,,,,-2597.628876994404,,,,,,,,,,-2580.386944938111,,,,,,,,,,-2359.983962221499,,,,,,,,,,-1999.433333333333,,,,,,,,,,-2121.166666666667,,,,,,,,,,-2609.566666666667,
C2,C2: 1.5°C with high OS,0.6466666666666666,0.145,0.025,0.0033333333333333327,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),1.60804525643758,1.6026004262339384,1.4646064874303517,2050,POLES_EMF33,POLES_EMF33EMF33_Med2C_none,1.735697302562691,1.7339783925212169,1.6370161290820342,2050,True,climate-assessment (version: 0.1.2-sod+154.g201cf4a),World,EMF33_Med2C_none,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|Energy and Industrial Processes,2050,2050,,,,,,,,,,,,,,,,32890.3978,,,,,,,,,,38372.95569684297,,,,,,,,,,27383.9059576637,,,,,,,,,,19768.81196868472,,,,,,,,,,14382.15804378694,,,,,,,,,,12089.18719388311,,,,,,,,,,10648.09598003392,,,,,,,,,,9898.9,,,,,,,,,,8772.500000000002,,,,,,,,,,7734.466666666667,
C1,C1: 1.5°C with no or low OS,0.6333333333333333,0.135,0.01,0.0,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),1.597544830229923,1.592347256823213,1.255085222034926,2049,POLES_EMF33,POLES_EMF33EMF33_WB2C_cost100,1.7268473415775918,1.724045035042659,1.4132724412219242,2050,True,climate-assessment (version: 0.1.2-sod+154.g201cf4a),World,EMF33_WB2C_cost100,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|AFOLU,2050,2050,,,,,,,,,,,,,,,,3243.438262,,,,,,,,,,1889.902326839722,,,,,,,,,,-1601.053513207216,,,,,,,,,,-2171.894544707592,,,,,,,,,,-2127.253880241711,,,,,,,,,,-1209.119559789526,,,,,,,,,,-1119.300541026309,,,,,,,,,,-1310.466666666667,,,,,,,,,,-1753.766666666667,,,,,,,,,,-2299.366666666667,
C1,C1: 1.5°C with no or low OS,0.6333333333333333,0.135,0.01,0.0,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),1.597544830229923,1.592347256823213,1.255085222034926,2049,POLES_EMF33,POLES_EMF33EMF33_WB2C_cost100,1.7268473415775918,1.724045035042659,1.4132724412219242,2050,True,climate-assessment (version: 0.1.2-sod+154.g201cf4a),World,EMF33_WB2C_cost100,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|Energy and Industrial Processes,2050,2050,,,,,,,,,,,,,,,,32890.3978,,,,,,,,,,38368.90379797506,,,,,,,,,,25957.25444160272,,,,,,,,,,18694.12418128942,,,,,,,,,,10829.43351245131,,,,,,,,,,3008.709315901711,,,,,,,,,,-1235.146842263222,,,,,,,,,,-3424.3,,,,,,,,,,-4340.6,,,,,,,,,,-5507.333333333332,
C1,C1: 1.5°C with no or low OS,0.4816666666666667,0.04833333333333333,0.0,0.0,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),1.4873854339231083,1.486271128109969,1.1442607059758358,2039,IMAGE_3_0_1,IMAGE_3_0_1IMA15-Eff,1.601474450354233,1.600897610601254,1.2762451978495248,2040,True,climate-assessment (version: 0.1.2-sod+154.g201cf4a),World,IMA15-Eff,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|AFOLU,2039,2040,,,,,,,,,,,,,,,,3243.438262,,,,,,,,,,3528.405744391547,,,,,,,,,,1632.77036064896,,,,,,,,,,1724.690925742254,,,,,,,,,,3560.193363102815,,,,,,,,,,-469.6695631089953,,,,,,,,,,-1208.815939380941,,,,,,,,,,-170.5,,,,,,,,,,-57.56666666666667,,,,,,,,,,-373.2666666666667,
C1,C1: 1.5°C with no or low OS,0.4816666666666667,0.04833333333333333,0.0,0.0,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),1.4873854339231083,1.486271128109969,1.1442607059758358,2039,IMAGE_3_0_1,IMAGE_3_0_1IMA15-Eff,1.601474450354233,1.600897610601254,1.2762451978495248,2040,True,climate-assessment (version: 0.1.2-sod+154.g201cf4a),World,IMA15-Eff,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|Energy and Industrial Processes,2039,2040,,,,,,,,,,,,,,,,32890.3978,,,,,,,,,,31180.09849742417,,,,,,,,,,20126.60772696858,,,,,,,,,,1917.666708925062,,,,,,,,,,-4559.335940389959,,,,,,,,,,-7048.598390017994,,,,,,,,,,-9043.065591424493,,,,,,,,,,-9323.966666666667,,,,,,,,,,-9354.033333333336,,,,,,,,,,-10228.53333333334,
C1,C1: 1.5°C with no or low OS,0.465,0.045,0.0,0.0,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),1.474207630401867,1.472547907405317,1.091919935196814,2039,IMAGE_3_0_1,IMAGE_3_0_1IMA15-LiStCh,1.591018977335388,1.590045166461924,1.207232269041369,2040,True,climate-assessment (version: 0.1.2-sod+154.g201cf4a),World,IMA15-LiStCh,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|AFOLU,2039,2040,,,,,,,,,,,,,,,,3243.438262,,,,,,,,,,2852.338000867953,,,,,,,,,,-378.9839627987973,,,,,,,,,,-2436.694904525849,,,,,,,,,,-3748.00251035697,,,,,,,,,,-3796.146178610873,,,,,,,,,,-4071.876440355466,,,,,,,,,,-2260.133333333333,,,,,,,,,,-1381.966666666667,,,,,,,,,,-980.4666666666667,
C1,C1: 1.5°C with no or low OS,0.465,0.045,0.0,0.0,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),1.474207630401867,1.472547907405317,1.091919935196814,2039,IMAGE_3_0_1,IMAGE_3_0_1IMA15-LiStCh,1.591018977335388,1.590045166461924,1.207232269041369,2040,True,climate-assessment (version: 0.1.2-sod+154.g201cf4a),World,IMA15-LiStCh,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|Energy and Industrial Processes,2039,2040,,,,,,,,,,,,,,,,32890.3978,,,,,,,,,,31493.19977358057,,,,,,,,,,21877.53168514765,,,,,,,,,,10717.08673405588,,,,,,,,,,2759.636754504933,,,,,,,,,,-1453.493405631511,,,,,,,,,,-3916.802553273213,,,,,,,,,,-5827.8,,,,,,,,,,-5861.533333333334,,,,,,,,,,-6446.366666666668,
C4,C4: below 2°C,0.8683333333333333,0.3766666666666666,0.1133333333333333,0.01833333333333333,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),1.8887773135531003,1.88077721227158,1.868286855190442,2094,IMAGE_3_0_2,IMAGE_3_0_2EMF33_Med2C_cost100,2.051692815753833,2.048088854658576,2.046444127501037,2095,True,climate-assessment (version: 0.1.2-sod+154.g201cf4a),World,EMF33_Med2C_cost100,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|AFOLU,2094,2094,,,,,,,,,,,,,,,,3243.438262,,,,,,,,,,4724.598298985719,,,,,,,,,,6404.537694129291,,,,,,,,,,5723.276032910047,,,,,,,,,,4654.326507723211,,,,,,,,,,1850.721730822351,,,,,,,,,,1553.629253842981,,,,,,,,,,2036.1,,,,,,,,,,1238.233333333333,,,,,,,,,,1174.433333333333,
C4,C4: below 2°C,0.8683333333333333,0.3766666666666666,0.1133333333333333,0.01833333333333333,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),1.8887773135531003,1.88077721227158,1.868286855190442,2094,IMAGE_3_0_2,IMAGE_3_0_2EMF33_Med2C_cost100,2.051692815753833,2.048088854658576,2.046444127501037,2095,True,climate-assessment (version: 0.1.2-sod+154.g201cf4a),World,EMF33_Med2C_cost100,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|Energy and Industrial Processes,2094,2094,,,,,,,,,,,,,,,,32890.3978,,,,,,,,,,34946.52267236437,,,,,,,,,,31761.03181653808,,,,,,,,,,23773.32963780172,,,,,,,,,,16550.83782649217,,,,,,,,,,14559.17118738426,,,,,,,,,,9665.40933607049,,,,,,,,,,6224.900000000002,,,,,,,,,,2944.333333333333,,,,,,,,,,-382.0666666666667,
C4,C4: below 2°C,0.8716666666666667,0.3883333333333333,0.115,0.01833333333333333,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),1.8946439110027558,1.8889896970931028,1.8777856885688493,2094,IMAGE_3_0_2,IMAGE_3_0_2EMF33_Med2C_full,2.062277235519152,2.056473323531696,2.056473323531696,2095,True,climate-assessment (version: 0.1.2-sod+154.g201cf4a),World,EMF33_Med2C_full,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|AFOLU,2094,2100,,,,,,,,,,,,,,,,3243.438262,,,,,,,,,,4722.078009168295,,,,,,,,,,6423.632530854423,,,,,,,,,,6359.527838495949,,,,,,,,,,4740.561923794537,,,,,,,,,,1721.073361839138,,,,,,,,,,1644.576898571285,,,,,,,,,,1721.133333333333,,,,,,,,,,1317.066666666667,,,,,,,,,,1142.533333333333,
C4,C4: below 2°C,0.8716666666666667,0.3883333333333333,0.115,0.01833333333333333,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),1.8946439110027558,1.8889896970931028,1.8777856885688493,2094,IMAGE_3_0_2,IMAGE_3_0_2EMF33_Med2C_full,2.062277235519152,2.056473323531696,2.056473323531696,2095,True,climate-assessment (version: 0.1.2-sod+154.g201cf4a),World,EMF33_Med2C_full,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|Energy and Industrial Processes,2094,2100,,,,,,,,,,,,,,,,32890.3978,,,,,,,,,,34964.20368560615,,,,,,,,,,32493.86545133618,,,,,,,,,,23313.58982457651,,,,,,,,,,15715.48633588227,,,,,,,,,,13550.02518468709,,,,,,,,,,10659.83831483857,,,,,,,,,,7141.933333333332,,,,,,,,,,3268.466666666667,,,,,,,,,,-246.0333333333334,
C1,C1: 1.5°C with no or low OS,0.5133333333333333,0.07,0.0033333333333333327,0.0,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),1.5123476740378918,1.5055000111740848,1.224145662865774,2040,C-ROADS-5_005,C-ROADS-5_005Ratchet-1.5-noCDR,1.6212512612610142,1.616903361049326,1.364450917371483,2048,True,climate-assessment (version: 0.1.2-sod+154.g201cf4a),World,Ratchet-1.5-noCDR,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|AFOLU,2039,2040,,,,,,,,,,,,,,,,3243.438262,,,,,,,,,,2416.327862453854,,,,,,,,,,-1005.877161723879,,,,,,,,,,-3250.034027280047,,,,,,,,,,-3795.721712926084,,,,,,,,,,-3802.086939453772,,,,,,,,,,-3599.593198636433,,,,,,,,,,-3328.233333333334,,,,,,,,,,-2971.833333333333,,,,,,,,,,-2638.533333333333,
C1,C1: 1.5°C with no or low OS,0.5133333333333333,0.07,0.0033333333333333327,0.0,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),1.5123476740378918,1.5055000111740848,1.224145662865774,2040,C-ROADS-5_005,C-ROADS-5_005Ratchet-1.5-noCDR,1.6212512612610142,1.616903361049326,1.364450917371483,2048,True,climate-assessment (version: 0.1.2-sod+154.g201cf4a),World,Ratchet-1.5-noCDR,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|Energy and Industrial Processes,2039,2040,,,,,,,,,,,,,,,,32890.3978,,,,,,,,,,36230.23790460559,,,,,,,,,,23232.77701077627,,,,,,,,,,6720.292693801063,,,,,,,,,,1075.335882764874,,,,,,,,,,29.3783406898739,,,,,,,,,,2.568635738515317,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,
C1,C1: 1.5°C with no or low OS,0.41,0.03166666666666667,0.0,0.0,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),1.448671543505674,1.4469943077303693,1.14272469131695,2038,C-ROADS-5_005,C-ROADS-5_005Ratchet-1.5-noCDR-noOS,1.552478830658615,1.550376366350815,1.277995860652688,2039,True,climate-assessment (version: 0.1.2-sod+154.g201cf4a),World,Ratchet-1.5-noCDR-noOS,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|AFOLU,2039,2038,,,,,,,,,,,,,,,,3243.438262,,,,,,,,,,2411.287282819009,,,,,,,,,,-2092.017365953395,,,,,,,,,,-3828.142717472981,,,,,,,,,,-4044.884120626243,,,,,,,,,,-3900.63367814182,,,,,,,,,,-3636.47354275854,,,,,,,,,,-3341.8,,,,,,,,,,-2976.6,,,,,,,,,,-2640.366666666667,
C1,C1: 1.5°C with no or low OS,0.41,0.03166666666666667,0.0,0.0,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),1.448671543505674,1.4469943077303693,1.14272469131695,2038,C-ROADS-5_005,C-ROADS-5_005Ratchet-1.5-noCDR-noOS,1.552478830658615,1.550376366350815,1.277995860652688,2039,True,climate-assessment (version: 0.1.2-sod+154.g201cf4a),World,Ratchet-1.5-noCDR-noOS,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|Energy and Industrial Processes,2039,2038,,,,,,,,,,,,,,,,32890.3978,,,,,,,,,,36185.66701705865,,,,,,,,,,13622.38715413229,,,,,,,,,,1571.206785678533,,,,,,,,,,22.41814383070994,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,
C4,C4: below 2°C,0.92,0.4883333333333333,0.14,0.028333333333333318,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),1.981509167214689,1.976882247961748,1.867874242446696,2071,REMIND-MAgPIE_1_7-3_0,REMIND-MAgPIE_1_7-3_0EMF33_Med2C_cost100,2.143092176594656,2.1417998446097566,2.048727342653069,2082,True,climate-assessment (version: 0.1.2-sod+154.g201cf4a),World,EMF33_Med2C_cost100,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|AFOLU,2071,2082,,,,,,,,,,,,,,,,3243.438262,,,,,,,,,,3490.916433357388,,,,,,,,,,1808.831228080681,,,,,,,,,,1411.382595367577,,,,,,,,,,1226.383506026226,,,,,,,,,,2093.594012340768,,,,,,,,,,2233.230158151341,,,,,,,,,,2103.566666666667,,,,,,,,,,1373.533333333333,,,,,,,,,,614.9,
C4,C4: below 2°C,0.92,0.4883333333333333,0.14,0.028333333333333318,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),1.981509167214689,1.976882247961748,1.867874242446696,2071,REMIND-MAgPIE_1_7-3_0,REMIND-MAgPIE_1_7-3_0EMF33_Med2C_cost100,2.143092176594656,2.1417998446097566,2.048727342653069,2082,True,climate-assessment (version: 0.1.2-sod+154.g201cf4a),World,EMF33_Med2C_cost100,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|Energy and Industrial Processes,2071,2082,,,,,,,,,,,,,,,,32890.3978,,,,,,,,,,40444.21272722817,,,,,,,,,,37088.52253982667,,,,,,,,,,30604.695470478,,,,,,,,,,24673.18859374659,,,,,,,,,,17126.10370516199,,,,,,,,,,9132.967842272532,,,,,,,,,,-316.0666666666667,,,,,,,,,,-7929.533333333334,,,,,,,,,,-12187.26666666666,
C4,C4: below 2°C,0.9316666666666666,0.4966666666666666,0.1416666666666667,0.028333333333333318,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),1.9944271456101441,1.9913601461740718,1.876010719446769,2070,REMIND-MAgPIE_1_7-3_0,REMIND-MAgPIE_1_7-3_0EMF33_Med2C_full,2.153230851938905,2.149909630926016,2.0578070455876585,2071,True,climate-assessment (version: 0.1.2-sod+154.g201cf4a),World,EMF33_Med2C_full,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|AFOLU,2069,2070,,,,,,,,,,,,,,,,3243.438262,,,,,,,,,,3496.587085446589,,,,,,,,,,1798.151065166625,,,,,,,,,,1641.297085950054,,,,,,,,,,2336.536668651967,,,,,,,,,,1976.176621563518,,,,,,,,,,1865.858963303935,,,,,,,,,,1694.0,,,,,,,,,,1034.0,,,,,,,,,,431.5666666666667,
C4,C4: below 2°C,0.9316666666666666,0.4966666666666666,0.1416666666666667,0.028333333333333318,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),1.9944271456101441,1.9913601461740718,1.876010719446769,2070,REMIND-MAgPIE_1_7-3_0,REMIND-MAgPIE_1_7-3_0EMF33_Med2C_full,2.153230851938905,2.149909630926016,2.0578070455876585,2071,True,climate-assessment (version: 0.1.2-sod+154.g201cf4a),World,EMF33_Med2C_full,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|Energy and Industrial Processes,2069,2070,,,,,,,,,,,,,,,,32890.3978,,,,,,,,,,40444.21272722817,,,,,,,,,,38673.44550890783,,,,,,,,,,32802.98736139574,,,,,,,,,,24113.83752964266,,,,,,,,,,14070.02181489786,,,,,,,,,,6979.35024950876,,,,,,,,,,66.36666666666667,,,,,,,,,,-6881.6,,,,,,,,,,-11020.9,
C1,C1: 1.5°C with no or low OS,0.5083333333333333,0.065,0.001666666666666667,0.0,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),1.5101670843477,1.5080550474066192,1.083547877076923,2040,IMAGE_3_0_1,IMAGE_3_0_1IMA15-LoNCO2,1.62875545297389,1.6246936094791582,1.2005378761369259,2048,True,climate-assessment (version: 0.1.2-sod+154.g201cf4a),World,IMA15-LoNCO2,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|AFOLU,2040,2040,,,,,,,,,,,,,,,,3243.438262,,,,,,,,,,3508.558462079344,,,,,,,,,,1519.172264199449,,,,,,,,,,1082.458685430218,,,,,,,,,,-4351.991274303182,,,,,,,,,,-5371.845628059135,,,,,,,,,,-5147.493466984717,,,,,,,,,,-3815.9,,,,,,,,,,-2214.666666666667,,,,,,,,,,-1575.2,
C1,C1: 1.5°C with no or low OS,0.5083333333333333,0.065,0.001666666666666667,0.0,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),1.5101670843477,1.5080550474066192,1.083547877076923,2040,IMAGE_3_0_1,IMAGE_3_0_1IMA15-LoNCO2,1.62875545297389,1.6246936094791582,1.2005378761369259,2048,True,climate-assessment (version: 0.1.2-sod+154.g201cf4a),World,IMA15-LoNCO2,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|Energy and Industrial Processes,2040,2040,,,,,,,,,,,,,,,,32890.3978,,,,,,,,,,32078.88333721432,,,,,,,,,,22775.26208960397,,,,,,,,,,11515.93063351604,,,,,,,,,,5596.818236030847,,,,,,,,,,2584.559522191657,,,,,,,,,,140.9080176556974,,,,,,,,,,-2053.333333333333,,,,,,,,,,-3526.233333333334,,,,,,,,,,-3237.666666666667,
C1,C1: 1.5°C with no or low OS,0.5133333333333333,0.065,0.0,0.0,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),1.508485966804466,1.5053729800052482,1.1461274007317959,2040,IMAGE_3_0_1,IMAGE_3_0_1IMA15-Pop,1.627521036470351,1.622583712359367,1.269103428157876,2040,True,climate-assessment (version: 0.1.2-sod+154.g201cf4a),World,IMA15-Pop,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|AFOLU,2040,2040,,,,,,,,,,,,,,,,3243.438262,,,,,,,,,,3416.252847516245,,,,,,,,,,1224.982322112252,,,,,,,,,,597.7112262397061,,,,,,,,,,1247.175444288482,,,,,,,,,,130.6967385437235,,,,,,,,,,-1693.273275276205,,,,,,,,,,-838.5666666666667,,,,,,,,,,-652.6666666666667,,,,,,,,,,-1354.833333333333,
C1,C1: 1.5°C with no or low OS,0.5133333333333333,0.065,0.0,0.0,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),1.508485966804466,1.5053729800052482,1.1461274007317959,2040,IMAGE_3_0_1,IMAGE_3_0_1IMA15-Pop,1.627521036470351,1.622583712359367,1.269103428157876,2040,True,climate-assessment (version: 0.1.2-sod+154.g201cf4a),World,IMA15-Pop,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|Energy and Industrial Processes,2040,2040,,,,,,,,,,,,,,,,32890.3978,,,,,,,,,,31992.32004321812,,,,,,,,,,22614.04605141132,,,,,,,,,,8948.375724615798,,,,,,,,,,-1865.116064604146,,,,,,,,,,-6497.75450208286,,,,,,,,,,-8764.552087776905,,,,,,,,,,-9801.733333333334,,,,,,,,,,-9497.4,,,,,,,,,,-11672.83333333334,
