Category,Category_name,Exceedance Probability 1.5C|MAGICCv7.5.1,Exceedance Probability 2.0C|MAGICCv7.5.1,Exceedance Probability 2.5C|MAGICCv7.5.1,Exceedance Probability 3.0C|MAGICCv7.5.1,climate-models,exclude,harmonization,infilling,median peak warming (MAGICCv7.5.1),median warming at peak (MAGICCv7.5.1),median warming in 2100 (MAGICCv7.5.1),median year of peak warming (MAGICCv7.5.1),model,model_scenario,p67 peak warming (MAGICCv7.5.1),p67 warming at peak (MAGICCv7.5.1),p67 warming in 2100 (MAGICCv7.5.1),p67 year of peak warming (MAGICCv7.5.1),permafrost,pipeline,region,scenario,unit,variable,year of peak median warming (MAGICCv7.5.1),year of peak p67 warming (MAGICCv7.5.1),1995-01-01 00:00:00,1996-01-01 00:00:00,1997-01-01 00:00:00,1998-01-01 00:00:00,1999-01-01 00:00:00,2000-01-01 00:00:00,2001-01-01 00:00:00,2002-01-01 00:00:00,2003-01-01 00:00:00,2004-01-01 00:00:00,2005-01-01 00:00:00,2006-01-01 00:00:00,2007-01-01 00:00:00,2008-01-01 00:00:00,2009-01-01 00:00:00,2010-01-01 00:00:00,2011-01-01 00:00:00,2012-01-01 00:00:00,2013-01-01 00:00:00,2014-01-01 00:00:00,2015-01-01 00:00:00,2016-01-01 00:00:00,2017-01-01 00:00:00,2018-01-01 00:00:00,2019-01-01 00:00:00,2020-01-01 00:00:00,2021-01-01 00:00:00,2022-01-01 00:00:00,2023-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,2026-01-01 00:00:00,2027-01-01 00:00:00,2028-01-01 00:00:00,2029-01-01 00:00:00,2030-01-01 00:00:00,2031-01-01 00:00:00,2032-01-01 00:00:00,2033-01-01 00:00:00,2034-01-01 00:00:00,2035-01-01 00:00:00,2036-01-01 00:00:00,2037-01-01 00:00:00,2038-01-01 00:00:00,2039-01-01 00:00:00,2040-01-01 00:00:00,2041-01-01 00:00:00,2042-01-01 00:00:00,2043-01-01 00:00:00,2044-01-01 00:00:00,2045-01-01 00:00:00,2046-01-01 00:00:00,2047-01-01 00:00:00,2048-01-01 00:00:00,2049-01-01 00:00:00,2050-01-01 00:00:00,2051-01-01 00:00:00,2052-01-01 00:00:00,2053-01-01 00:00:00,2054-01-01 00:00:00,2055-01-01 00:00:00,2056-01-01 00:00:00,2057-01-01 00:00:00,2058-01-01 00:00:00,2059-01-01 00:00:00,2060-01-01 00:00:00,2061-01-01 00:00:00,2062-01-01 00:00:00,2063-01-01 00:00:00,2064-01-01 00:00:00,2065-01-01 00:00:00,2066-01-01 00:00:00,2067-01-01 00:00:00,2068-01-01 00:00:00,2069-01-01 00:00:00,2070-01-01 00:00:00,2071-01-01 00:00:00,2072-01-01 00:00:00,2073-01-01 00:00:00,2074-01-01 00:00:00,2075-01-01 00:00:00,2076-01-01 00:00:00,2077-01-01 00:00:00,2078-01-01 00:00:00,2079-01-01 00:00:00,2080-01-01 00:00:00,2081-01-01 00:00:00,2082-01-01 00:00:00,2083-01-01 00:00:00,2084-01-01 00:00:00,2085-01-01 00:00:00,2086-01-01 00:00:00,2087-01-01 00:00:00,2088-01-01 00:00:00,2089-01-01 00:00:00,2090-01-01 00:00:00,2091-01-01 00:00:00,2092-01-01 00:00:00,2093-01-01 00:00:00,2094-01-01 00:00:00,2095-01-01 00:00:00,2096-01-01 00:00:00,2097-01-01 00:00:00,2098-01-01 00:00:00,2099-01-01 00:00:00,2100-01-01 00:00:00,2105-01-01 00:00:00
C4,C4: below 2°C,0.8633333333333333,0.3883333333333333,0.1133333333333333,0.01166666666666667,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),1.885253568955253,1.8761423676209092,1.818085131163359,2082,MESSAGE-GLOBIOM_1_0,MESSAGE-GLOBIOM_1_0ADVANCE_2020_Med2C,2.0488787384372618,2.041027631835376,2.001909475291432,2083,False,climate-assessment (version: 0.1.2-sod+155.ga1b29bb.dirty),World,ADVANCE_2020_Med2C,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|AFOLU,2081,2082,,,,,,,,,,,,,,,,3243.438262,,,,,,,,,,2322.132030527688,,,,,,,,,,-97.41603142821351,,,,,,,,,,-1062.523903009772,,,,,,,,,,-1513.721275781676,,,,,,,,,,-3075.217377499374,,,,,,,,,,-3818.010770621733,,,,,,,,,,-4446.2,,,,,,,,,,-4602.033333333334,,,,,,,,,,-4095.666666666667,
C4,C4: below 2°C,0.8633333333333333,0.3883333333333333,0.1133333333333333,0.01166666666666667,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),1.885253568955253,1.8761423676209092,1.818085131163359,2082,MESSAGE-GLOBIOM_1_0,MESSAGE-GLOBIOM_1_0ADVANCE_2020_Med2C,2.0488787384372618,2.041027631835376,2.001909475291432,2083,False,climate-assessment (version: 0.1.2-sod+155.ga1b29bb.dirty),World,ADVANCE_2020_Med2C,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|Energy and Industrial Processes,2081,2082,,,,,,,,,,,,,,,,32890.3978,,,,,,,,,,35315.24546934386,,,,,,,,,,34433.61093369978,,,,,,,,,,31871.37060387614,,,,,,,,,,25408.2097029502,,,,,,,,,,18304.90962534318,,,,,,,,,,12384.86068723293,,,,,,,,,,6134.700000000003,,,,,,,,,,1743.866666666667,,,,,,,,,,-1086.8,
C1,C1: 1.5°C with no or low OS,0.5616666666666666,0.09166666666666666,0.0033333333333333327,0.0,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),1.5365999006968858,1.52696954834558,1.3826316444643607,2050,REMIND-MAgPIE_1_7-3_0,REMIND-MAgPIE_1_7-3_0SMP_2C_early,1.660694555637336,1.654405722731151,1.5178932667696559,2050,False,climate-assessment (version: 0.1.2-sod+155.ga1b29bb.dirty),World,SMP_2C_early,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|AFOLU,2051,2049,,,,,,,,,,,,,,,,3243.438262,,,,,,,,,,2173.434931299757,,,,,,,,,,538.2154826083688,,,,,,,,,,423.9463728081517,,,,,,,,,,18.06512668687881,,,,,,,,,,-1320.246733203709,,,,,,,,,,-1960.745285559844,,,,,,,,,,-2665.666666666667,,,,,,,,,,-3486.266666666667,,,,,,,,,,-4287.066666666668,
C1,C1: 1.5°C with no or low OS,0.5616666666666666,0.09166666666666666,0.0033333333333333327,0.0,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),1.5365999006968858,1.52696954834558,1.3826316444643607,2050,REMIND-MAgPIE_1_7-3_0,REMIND-MAgPIE_1_7-3_0SMP_2C_early,1.660694555637336,1.654405722731151,1.5178932667696559,2050,False,climate-assessment (version: 0.1.2-sod+155.ga1b29bb.dirty),World,SMP_2C_early,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|Energy and Industrial Processes,2051,2049,,,,,,,,,,,,,,,,32890.3978,,,,,,,,,,30289.04910092733,,,,,,,,,,20394.56497766321,,,,,,,,,,14038.24714479492,,,,,,,,,,8435.102249220567,,,,,,,,,,4645.817350844934,,,,,,,,,,2497.814781724823,,,,,,,,,,2052.6,,,,,,,,,,1633.133333333333,,,,,,,,,,767.0666666666667,
C1,C1: 1.5°C with no or low OS,0.6566666666666666,0.125,0.008333333333333333,0.0,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),1.6020895916446942,1.599930669608222,1.235471642140478,2049,REMIND-MAgPIE_1_7-3_0,REMIND-MAgPIE_1_7-3_0SMP_2C_lifesty,1.7337716476473508,1.731903942477066,1.3761080658867821,2050,False,climate-assessment (version: 0.1.2-sod+155.ga1b29bb.dirty),World,SMP_2C_lifesty,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|AFOLU,2050,2049,,,,,,,,,,,,,,,,3243.438262,,,,,,,,,,1671.267185178318,,,,,,,,,,-1066.074443603107,,,,,,,,,,-4076.330758607534,,,,,,,,,,-6198.042710834043,,,,,,,,,,-6186.778233096467,,,,,,,,,,-6199.120366854924,,,,,,,,,,-6026.166666666668,,,,,,,,,,-5528.233333333334,,,,,,,,,,-4999.133333333333,
C1,C1: 1.5°C with no or low OS,0.6566666666666666,0.125,0.008333333333333333,0.0,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),1.6020895916446942,1.599930669608222,1.235471642140478,2049,REMIND-MAgPIE_1_7-3_0,REMIND-MAgPIE_1_7-3_0SMP_2C_lifesty,1.7337716476473508,1.731903942477066,1.3761080658867821,2050,False,climate-assessment (version: 0.1.2-sod+155.ga1b29bb.dirty),World,SMP_2C_lifesty,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|Energy and Industrial Processes,2050,2049,,,,,,,,,,,,,,,,32890.3978,,,,,,,,,,36524.92145863515,,,,,,,,,,29790.73626301012,,,,,,,,,,23437.16788637144,,,,,,,,,,15750.39983856945,,,,,,,,,,9225.53343513765,,,,,,,,,,4116.055296989472,,,,,,,,,,544.1333333333333,,,,,,,,,,-2496.633333333333,,,,,,,,,,-4562.8,
C7,C7: above 3.0°C,1.0,0.9933333333333332,0.8766666666666667,0.6283333333333333,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),3.1832561216570623,3.1832561216570623,3.1832561216570623,2100,AIM_2_0,AIM_2_0SSP1-Baseline,3.4758275358174813,3.4758275358174813,3.4758275358174813,2100,False,climate-assessment (version: 0.1.2-sod+155.ga1b29bb.dirty),World,SSP1-Baseline,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|AFOLU,2100,2100,,,,,,,,,,,,,,,,3243.438262,,,,,,,,,,2853.598145776664,,,,,,,,,,2232.154049037835,,,,,,,,,,1613.388390561429,,,,,,,,,,891.6673851485843,,,,,,,,,,914.5277132858934,,,,,,,,,,345.1713760554582,,,,,,,,,,-147.0333333333333,,,,,,,,,,-413.2333333333333,,,,,,,,,,-724.1666666666667,
C7,C7: above 3.0°C,1.0,0.9933333333333332,0.8766666666666667,0.6283333333333333,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),3.1832561216570623,3.1832561216570623,3.1832561216570623,2100,AIM_2_0,AIM_2_0SSP1-Baseline,3.4758275358174813,3.4758275358174813,3.4758275358174813,2100,False,climate-assessment (version: 0.1.2-sod+155.ga1b29bb.dirty),World,SSP1-Baseline,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|Energy and Industrial Processes,2100,2100,,,,,,,,,,,,,,,,32890.3978,,,,,,,,,,36475.5619633352,,,,,,,,,,39827.3548233689,,,,,,,,,,40622.97768843154,,,,,,,,,,39322.89432128365,,,,,,,,,,37930.00843543756,,,,,,,,,,35608.99724303783,,,,,,,,,,33613.06666666667,,,,,,,,,,32016.23333333333,,,,,,,,,,30603.83333333334,
C1,C1: 1.5°C with no or low OS,0.4066666666666667,0.025,0.0,0.0,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),1.4490091488600112,1.4452359778987351,0.9811384660672062,2037,AIM_2_0,AIM_2_0SSP2-19,1.550568831512416,1.5473292259454208,1.065740723276651,2038,False,climate-assessment (version: 0.1.2-sod+155.ga1b29bb.dirty),World,SSP2-19,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|AFOLU,2037,2037,,,,,,,,,,,,,,,,3243.438262,,,,,,,,,,3401.446144838888,,,,,,,,,,444.6831467852668,,,,,,,,,,-1153.227163022802,,,,,,,,,,-2636.145090496617,,,,,,,,,,-3360.373897958407,,,,,,,,,,-3034.572004222,,,,,,,,,,-2798.766666666667,,,,,,,,,,-2252.433333333333,,,,,,,,,,-1978.533333333333,
C1,C1: 1.5°C with no or low OS,0.4066666666666667,0.025,0.0,0.0,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),1.4490091488600112,1.4452359778987351,0.9811384660672062,2037,AIM_2_0,AIM_2_0SSP2-19,1.550568831512416,1.5473292259454208,1.065740723276651,2038,False,climate-assessment (version: 0.1.2-sod+155.ga1b29bb.dirty),World,SSP2-19,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|Energy and Industrial Processes,2037,2037,,,,,,,,,,,,,,,,32890.3978,,,,,,,,,,38316.22911269228,,,,,,,,,,18881.41627216098,,,,,,,,,,9110.93972257224,,,,,,,,,,3242.545623251702,,,,,,,,,,-1372.335739475734,,,,,,,,,,-3934.049107517531,,,,,,,,,,-5190.533333333334,,,,,,,,,,-6154.866666666668,,,,,,,,,,-7008.1,
C1,C1: 1.5°C with no or low OS,0.4883333333333333,0.045,0.0,0.0,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),1.4936399303812191,1.49152421925484,1.2566022899927252,2048,AIM_2_1,AIM_2_1EMF33_WB2C_full,1.607970660666982,1.6030004409781968,1.3674152517972118,2049,False,climate-assessment (version: 0.1.2-sod+155.ga1b29bb.dirty),World,EMF33_WB2C_full,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|AFOLU,2039,2049,,,,,,,,,,,,,,,,3243.438262,,,,,,,,,,3421.608463378267,,,,,,,,,,-1054.423356787772,,,,,,,,,,1987.830053692141,,,,,,,,,,-461.5128591327153,,,,,,,,,,-4676.427152920071,,,,,,,,,,-2632.468834812997,,,,,,,,,,-1189.833333333333,,,,,,,,,,-238.7,,,,,,,,,,224.4,
C1,C1: 1.5°C with no or low OS,0.4883333333333333,0.045,0.0,0.0,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),1.4936399303812191,1.49152421925484,1.2566022899927252,2048,AIM_2_1,AIM_2_1EMF33_WB2C_full,1.607970660666982,1.6030004409781968,1.3674152517972118,2049,False,climate-assessment (version: 0.1.2-sod+155.ga1b29bb.dirty),World,EMF33_WB2C_full,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|Energy and Industrial Processes,2039,2049,,,,,,,,,,,,,,,,32890.3978,,,,,,,,,,38980.37217258638,,,,,,,,,,26258.70634863418,,,,,,,,,,14171.38779470494,,,,,,,,,,10081.54953383664,,,,,,,,,,4803.725932053006,,,,,,,,,,-172.8324904058163,,,,,,,,,,19.8,,,,,,,,,,310.5666666666667,,,,,,,,,,589.9666666666667,
C4,C4: below 2°C,0.8666666666666667,0.3416666666666667,0.09166666666666666,0.008333333333333333,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),1.8344205879223858,1.8245821893040048,1.8053984106476968,2094,AIM_2_1,AIM_2_1EMF33_tax_hi_full,2.0111651905876897,2.006319485836475,1.9918802836359566,2094,False,climate-assessment (version: 0.1.2-sod+155.ga1b29bb.dirty),World,EMF33_tax_hi_full,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|AFOLU,2094,2094,,,,,,,,,,,,,,,,3243.438262,,,,,,,,,,3807.527841671093,,,,,,,,,,26.21494533450263,,,,,,,,,,-2015.738749080765,,,,,,,,,,-2492.987482789276,,,,,,,,,,-2698.5032487557,,,,,,,,,,-2807.919015588073,,,,,,,,,,-3114.833333333333,,,,,,,,,,-3405.6,,,,,,,,,,-3768.233333333334,
C4,C4: below 2°C,0.8666666666666667,0.3416666666666667,0.09166666666666666,0.008333333333333333,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),1.8344205879223858,1.8245821893040048,1.8053984106476968,2094,AIM_2_1,AIM_2_1EMF33_tax_hi_full,2.0111651905876897,2.006319485836475,1.9918802836359566,2094,False,climate-assessment (version: 0.1.2-sod+155.ga1b29bb.dirty),World,EMF33_tax_hi_full,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|Energy and Industrial Processes,2094,2094,,,,,,,,,,,,,,,,32890.3978,,,,,,,,,,40184.52284523963,,,,,,,,,,34300.73652779213,,,,,,,,,,32172.9599213519,,,,,,,,,,25763.59240925014,,,,,,,,,,16560.2034176233,,,,,,,,,,10433.79836984922,,,,,,,,,,7671.033333333334,,,,,,,,,,5477.633333333334,,,,,,,,,,3491.766666666667,
C1,C1: 1.5°C with no or low OS,0.6133333333333333,0.09833333333333333,0.005,0.0,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),1.567199625607417,1.5623359401250567,1.194048168040708,2048,C-ROADS-5_005,C-ROADS-5_005Ratchet-1.5-limCDR,1.690091592188654,1.685340761728014,1.3353669551565979,2049,False,climate-assessment (version: 0.1.2-sod+155.ga1b29bb.dirty),World,Ratchet-1.5-limCDR,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|AFOLU,2049,2048,,,,,,,,,,,,,,,,3243.438262,,,,,,,,,,2400.261014867786,,,,,,,,,,-1000.375259616638,,,,,,,,,,-4697.631477378101,,,,,,,,,,-7660.636269577381,,,,,,,,,,-9409.466262107742,,,,,,,,,,-9562.75097542855,,,,,,,,,,-8680.466666666667,,,,,,,,,,-7053.933333333332,,,,,,,,,,-5275.6,
C1,C1: 1.5°C with no or low OS,0.6133333333333333,0.09833333333333333,0.005,0.0,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),1.567199625607417,1.5623359401250567,1.194048168040708,2048,C-ROADS-5_005,C-ROADS-5_005Ratchet-1.5-limCDR,1.690091592188654,1.685340761728014,1.3353669551565979,2049,False,climate-assessment (version: 0.1.2-sod+155.ga1b29bb.dirty),World,Ratchet-1.5-limCDR,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|Energy and Industrial Processes,2049,2048,,,,,,,,,,,,,,,,32890.3978,,,,,,,,,,36230.23790460559,,,,,,,,,,29321.44300114795,,,,,,,,,,17293.94060613067,,,,,,,,,,9192.173991700278,,,,,,,,,,4449.349697481402,,,,,,,,,,1919.871740558877,,,,,,,,,,794.9333333333334,,,,,,,,,,196.1666666666667,,,,,,,,,,12.1,
C1,C1: 1.5°C with no or low OS,0.4116666666666667,0.01833333333333333,0.0,0.0,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),1.4446523884428357,1.444503336167002,0.989393311230481,2038,C-ROADS-5_005,C-ROADS-5_005Ratchet-1.5-limCDR-noOS,1.552811033694744,1.550741847237692,1.1145128359335832,2039,False,climate-assessment (version: 0.1.2-sod+155.ga1b29bb.dirty),World,Ratchet-1.5-limCDR-noOS,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|AFOLU,2038,2038,,,,,,,,,,,,,,,,3243.438262,,,,,,,,,,2337.883841886578,,,,,,,,,,-4309.931197772489,,,,,,,,,,-8818.483250057963,,,,,,,,,,-10277.69367904635,,,,,,,,,,-10080.42278083488,,,,,,,,,,-8921.462661615971,,,,,,,,,,-7287.500000000001,,,,,,,,,,-5377.533333333334,,,,,,,,,,-3612.033333333334,
C1,C1: 1.5°C with no or low OS,0.4116666666666667,0.01833333333333333,0.0,0.0,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),1.4446523884428357,1.444503336167002,0.989393311230481,2038,C-ROADS-5_005,C-ROADS-5_005Ratchet-1.5-limCDR-noOS,1.552811033694744,1.550741847237692,1.1145128359335832,2039,False,climate-assessment (version: 0.1.2-sod+155.ga1b29bb.dirty),World,Ratchet-1.5-limCDR-noOS,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|Energy and Industrial Processes,2038,2038,,,,,,,,,,,,,,,,32890.3978,,,,,,,,,,36185.66701705865,,,,,,,,,,18179.13270852725,,,,,,,,,,4807.775070784121,,,,,,,,,,498.3443120400441,,,,,,,,,,21.29929700015857,,,,,,,,,,0.7338959252900905,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,
C1,C1: 1.5°C with no or low OS,0.6,0.1216666666666667,0.01,0.0,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),1.571534325727866,1.57046467504731,1.130741053264477,2049,MESSAGE-GLOBIOM_1_0,MESSAGE-GLOBIOM_1_0SSP1-19,1.6964501995065828,1.6957004016904857,1.303720883154983,2050,False,climate-assessment (version: 0.1.2-sod+155.ga1b29bb.dirty),World,SSP1-19,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|AFOLU,2049,2050,,,,,,,,,,,,,,,,3243.438262,,,,,,,,,,416.4778923290737,,,,,,,,,,-2663.891543806064,,,,,,,,,,-2989.220623945879,,,,,,,,,,-2626.260398535872,,,,,,,,,,-3350.239658873466,,,,,,,,,,-3304.192384066149,,,,,,,,,,-3813.333333333334,,,,,,,,,,-3985.666666666667,,,,,,,,,,-3863.566666666667,
C1,C1: 1.5°C with no or low OS,0.6,0.1216666666666667,0.01,0.0,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),1.571534325727866,1.57046467504731,1.130741053264477,2049,MESSAGE-GLOBIOM_1_0,MESSAGE-GLOBIOM_1_0SSP1-19,1.6964501995065828,1.6957004016904857,1.303720883154983,2050,False,climate-assessment (version: 0.1.2-sod+155.ga1b29bb.dirty),World,SSP1-19,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|Energy and Industrial Processes,2049,2050,,,,,,,,,,,,,,,,32890.3978,,,,,,,,,,34986.30495215837,,,,,,,,,,24660.90081942348,,,,,,,,,,17357.93638813164,,,,,,,,,,6470.02331376473,,,,,,,,,,-515.2226498486635,,,,,,,,,,-4738.399041635468,,,,,,,,,,-8118.733333333334,,,,,,,,,,-10330.1,,,,,,,,,,-11623.7,
C3,C3: likely 2°C,0.7883333333333333,0.28,0.07833333333333334,0.01,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),1.7821905018038482,1.7737801565229199,1.5689130444316208,2069,MESSAGE-GLOBIOM_1_0,MESSAGE-GLOBIOM_1_0SSP1-26,1.9453406928354082,1.93645517962498,1.75572352510577,2070,False,climate-assessment (version: 0.1.2-sod+155.ga1b29bb.dirty),World,SSP1-26,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|AFOLU,2070,2069,,,,,,,,,,,,,,,,3243.438262,,,,,,,,,,811.218284982878,,,,,,,,,,-1676.785577506891,,,,,,,,,,-2256.949616368162,,,,,,,,,,-2450.721903370918,,,,,,,,,,-3525.317375478827,,,,,,,,,,-3911.822908097387,,,,,,,,,,-4532.733333333334,,,,,,,,,,-4211.533333333334,,,,,,,,,,-3921.866666666667,
C3,C3: likely 2°C,0.7883333333333333,0.28,0.07833333333333334,0.01,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),1.7821905018038482,1.7737801565229199,1.5689130444316208,2069,MESSAGE-GLOBIOM_1_0,MESSAGE-GLOBIOM_1_0SSP1-26,1.9453406928354082,1.93645517962498,1.75572352510577,2070,False,climate-assessment (version: 0.1.2-sod+155.ga1b29bb.dirty),World,SSP1-26,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|Energy and Industrial Processes,2070,2069,,,,,,,,,,,,,,,,32890.3978,,,,,,,,,,34851.1188717473,,,,,,,,,,32938.49781237892,,,,,,,,,,29788.19756219,,,,,,,,,,22482.09066721065,,,,,,,,,,13388.44431089278,,,,,,,,,,5702.004391541357,,,,,,,,,,332.9333333333333,,,,,,,,,,-4855.400000000001,,,,,,,,,,-8293.633333333333,
C7,C7: above 3.0°C,1.0,1.0,0.9983333333333332,0.9633333333333334,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),4.07913434121922,4.07913434121922,4.07913434121922,2100,WITCH-GLOBIOM_3_1,WITCH-GLOBIOM_3_1SSP3-Baseline,4.4157488956978215,4.4157488956978215,4.4157488956978215,2100,False,climate-assessment (version: 0.1.2-sod+155.ga1b29bb.dirty),World,SSP3-Baseline,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|AFOLU,2100,2100,,,,,,,,,,,,,,,,3243.438262,,,,,,,,,,2531.946157828113,,,,,,,,,,1812.391282385367,,,,,,,,,,1188.113032258582,,,,,,,,,,746.8055202066315,,,,,,,,,,220.507064227512,,,,,,,,,,-126.7538040701579,,,,,,,,,,-306.5333333333334,,,,,,,,,,-467.5000000000002,,,,,,,,,,-563.5666666666667,
C7,C7: above 3.0°C,1.0,1.0,0.9983333333333332,0.9633333333333334,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),4.07913434121922,4.07913434121922,4.07913434121922,2100,WITCH-GLOBIOM_3_1,WITCH-GLOBIOM_3_1SSP3-Baseline,4.4157488956978215,4.4157488956978215,4.4157488956978215,2100,False,climate-assessment (version: 0.1.2-sod+155.ga1b29bb.dirty),World,SSP3-Baseline,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|Energy and Industrial Processes,2100,2100,,,,,,,,,,,,,,,,32890.3978,,,,,,,,,,46491.48761035708,,,,,,,,,,57083.72815347386,,,,,,,,,,62726.53232459925,,,,,,,,,,66066.26986910222,,,,,,,,,,68182.35476083522,,,,,,,,,,72662.66861500921,,,,,,,,,,76269.23333333334,,,,,,,,,,80837.90000000001,,,,,,,,,,84700.00000000001,
C1,C1: 1.5°C with no or low OS,0.3966666666666667,0.02,0.0,0.0,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),1.443023808957344,1.4375449797867832,1.055497135336259,2037,WITCH-GLOBIOM_3_1,WITCH-GLOBIOM_3_1SSP4-19,1.5429703135941961,1.5408631127248618,1.1593173031097699,2038,False,climate-assessment (version: 0.1.2-sod+155.ga1b29bb.dirty),World,SSP4-19,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|AFOLU,2037,2038,,,,,,,,,,,,,,,,3243.438262,,,,,,,,,,2479.965180343773,,,,,,,,,,144.9913025908294,,,,,,,,,,-175.758331673599,,,,,,,,,,-556.9512642709428,,,,,,,,,,-907.888039402656,,,,,,,,,,-1097.100722234361,,,,,,,,,,-1068.466666666667,,,,,,,,,,-1271.966666666667,,,,,,,,,,-1446.5,
C1,C1: 1.5°C with no or low OS,0.3966666666666667,0.02,0.0,0.0,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),1.443023808957344,1.4375449797867832,1.055497135336259,2037,WITCH-GLOBIOM_3_1,WITCH-GLOBIOM_3_1SSP4-19,1.5429703135941961,1.5408631127248618,1.1593173031097699,2038,False,climate-assessment (version: 0.1.2-sod+155.ga1b29bb.dirty),World,SSP4-19,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|Energy and Industrial Processes,2037,2038,,,,,,,,,,,,,,,,32890.3978,,,,,,,,,,37476.7493381506,,,,,,,,,,13252.10556869437,,,,,,,,,,9822.616953444887,,,,,,,,,,4802.62792753635,,,,,,,,,,769.7125260746961,,,,,,,,,,-2417.086229942914,,,,,,,,,,-6176.866666666668,,,,,,,,,,-8087.200000000003,,,,,,,,,,-9355.133333333337,
